Progress:    0.00		Scanning FileLayer using PageMapScannerProgress:   23.33		Scanning FileLayer using PageMapScannerProgress:  100.00		Stacking attempts finished             Progress:    0.00		Scanning layer_name using PdbSignatureScannerProgress:    0.00		Scanning layer_name using PdbSignatureScannerProgress:   37.50		Scanning layer_name using PdbSignatureScannerProgress:   37.60		Scanning layer_name using PdbSignatureScannerProgress:   37.70		Scanning layer_name using PdbSignatureScannerProgress:   37.79		Scanning layer_name using PdbSignatureScannerProgress:   37.89		Scanning layer_name using PdbSignatureScannerProgress:   37.99		Scanning layer_name using PdbSignatureScannerProgress:   38.09		Scanning layer_name using PdbSignatureScannerProgress:    0.00		Scanning layer_name using PdbSignatureScannerProgress:    0.00		Scanning layer_name using PdbSignatureScannerProgress:   26.07		Scanning layer_name using PdbSignatureScannerProgress:   26.17		Scanning layer_name using PdbSignatureScannerProgress:   26.27		Scanning layer_name using PdbSignatureScannerProgress:   26.37		Scanning layer_name using PdbSignatureScannerProgress:   26.46		Scanning layer_name using PdbSignatureScannerProgress:   26.56		Scanning layer_name using PdbSignatureScannerProgress:   26.66		Scanning layer_name using PdbSignatureScannerProgress:    0.00		Scanning layer_name using PdbSignatureScannerProgress:    0.00		Scanning layer_name using PdbSignatureScannerProgress:  100.00		PDB scanning finished                        Volatility 3 Framework 2.27.0

PID	Process	Base	Size	Name	Path	LoadCount	LoadTime	File output
8712	powershell.exe	0x7ff82df40000	0x9c000	mscoreei.dll	C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscoreei.dll	6	2018-08-30 16:43:36.000000 UTC	Disabled
8712	powershell.exe	0x7ff83d3e0000	0x51000	SHLWAPI.dll	C:\WINDOWS\System32\SHLWAPI.dll	-1	2018-08-30 16:43:36.000000 UTC	Disabled
8712	powershell.exe	0x7ff83a2e0000	0x11000	kernel.appcore.dll	C:\WINDOWS\System32\kernel.appcore.dll	6	2018-08-30 16:43:36.000000 UTC	Disabled
8712	powershell.exe	0x7ff82f5f0000	0xa000	VERSION.dll	C:\WINDOWS\SYSTEM32\VERSION.dll	6	2018-08-30 16:43:36.000000 UTC	Disabled
8712	powershell.exe	0x7ff814f10000	0x9ed000	clr.dll	C:\Windows\Microsoft.NET\Framework64\v4.0.30319\clr.dll	-1	2018-08-30 16:43:36.000000 UTC	Disabled
8712	powershell.exe	0x7ff824e20000	0xf7000	MSVCR120_CLR0400.dll	C:\WINDOWS\SYSTEM32\MSVCR120_CLR0400.dll	-1	2018-08-30 16:43:36.000000 UTC	Disabled
8712	powershell.exe	0x7ff809b20000	0x1588000	mscorlib.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\mscorlib\be2b233163fe3b9af2d68b10d4798ef2\mscorlib.ni.dll	6	2018-08-30 16:43:36.000000 UTC	Disabled
8712	powershell.exe	0x7ff8142d0000	0xc33000	System.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System\3f2be2130df73a2160b81caeb4307980\System.ni.dll	6	2018-08-30 16:43:36.000000 UTC	Disabled
8712	powershell.exe	0x7ff809110000	0xa08000	System.Core.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Core\9f6502d88f87e8ed4e581d77d8e19d9a\System.Core.ni.dll	6	2018-08-30 16:43:36.000000 UTC	Disabled
8712	powershell.exe	0x7ff8257f0000	0xa4000	Microsoft.PowerShell.ConsoleHost.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\Microsoft.Pb378ec07#\952515a60d58d066d717fc6064c6e582\Microsoft.PowerShell.ConsoleHost.ni.dll	6	2018-08-30 16:43:36.000000 UTC	Disabled
8712	powershell.exe	0x7ff839c40000	0x17000	CRYPTSP.dll	C:\WINDOWS\SYSTEM32\CRYPTSP.dll	6	2018-08-30 16:43:36.000000 UTC	Disabled
8712	powershell.exe	0x7ff839680000	0x33000	rsaenh.dll	C:\WINDOWS\system32\rsaenh.dll	6	2018-08-30 16:43:36.000000 UTC	Disabled
8712	powershell.exe	0x7ff839d50000	0x25000	bcrypt.dll	C:\WINDOWS\SYSTEM32\bcrypt.dll	-1	2018-08-30 16:43:36.000000 UTC	Disabled
8712	powershell.exe	0x7ff839c60000	0xb000	CRYPTBASE.dll	C:\WINDOWS\SYSTEM32\CRYPTBASE.dll	6	2018-08-30 16:43:36.000000 UTC	Disabled
8712	powershell.exe	0x7ff807180000	0x1f84000	System.Management.Automation.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Manaa57fc8cc#\25f2d9efd1913f09bb16dbadd307b8e8\System.Management.Automation.ni.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff83dcc0000	0x9e000	clbcatq.dll	C:\WINDOWS\System32\clbcatq.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff83d750000	0x8000	psapi.dll	C:\WINDOWS\System32\psapi.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff832bc0000	0x13000	amsi.dll	C:\WINDOWS\SYSTEM32\amsi.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff83a150000	0x29000	USERENV.dll	C:\WINDOWS\SYSTEM32\USERENV.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff83a250000	0x1b000	profapi.dll	C:\WINDOWS\System32\profapi.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff83b650000	0x1438000	shell32.dll	C:\WINDOWS\System32\shell32.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff83b380000	0x4a000	cfgmgr32.dll	C:\WINDOWS\System32\cfgmgr32.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff83dbb0000	0xa6000	shcore.dll	C:\WINDOWS\System32\shcore.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff83aa90000	0x747000	windows.storage.dll	C:\WINDOWS\System32\windows.storage.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff83a270000	0x4c000	powrprof.dll	C:\WINDOWS\System32\powrprof.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff824d80000	0x9b000	Microsoft.Management.Infrastructure.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\Microsoft.Mf49f6405#\201462f625b647c92ddf51eff7cf2a7d\Microsoft.Management.Infrastructure.ni.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff83a550000	0x58000	wintrust.dll	C:\WINDOWS\System32\wintrust.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff83a2c0000	0x12000	MSASN1.dll	C:\WINDOWS\System32\MSASN1.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff83a300000	0x1ce000	CRYPT32.dll	C:\WINDOWS\System32\CRYPT32.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff8188c0000	0x15e000	System.Management.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Management\3097655be91f7e863f0fbfea8d32b48e\System.Management.ni.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff839030000	0x22000	gpapi.dll	C:\WINDOWS\SYSTEM32\gpapi.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff817980000	0x15f000	System.DirectoryServices.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Dired13b18a9#\111e1330562a77eb19c34367af455c27\System.DirectoryServices.ni.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff8068f0000	0x88c000	System.Xml.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Xml\cf2ec3f149fd0ca1f034de565e5d9ead\System.Xml.ni.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff8297c0000	0x4f000	System.Numerics.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Numerics\d4ed1b3bd06f9fb2c054c472e8fde658\System.Numerics.ni.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff805ff0000	0x8f6000	System.Data.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Data\8eb3846f2bac5b497e154bd99605d478\System.Data.ni.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff8166c0000	0x357000	System.Data.dll	C:\WINDOWS\Microsoft.Net\assembly\GAC_64\System.Data\v4.0_4.0.0.0__b77a5c561934e089\System.Data.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff83d080000	0x6c000	WS2_32.dll	C:\WINDOWS\System32\WS2_32.dll	6	2018-08-30 16:43:37.000000 UTC	Disabled
8712	powershell.exe	0x7ff817300000	0x128000	System.Configuration.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Configuration\27ab29b5dd5fe35deecebd5b64e159db\System.Configuration.ni.dll	6	2018-08-30 16:43:38.000000 UTC	Disabled
8712	powershell.exe	0x7ff8171d0000	0x12c000	clrjit.dll	C:\Windows\Microsoft.NET\Framework64\v4.0.30319\clrjit.dll	6	2018-08-30 16:43:38.000000 UTC	Disabled
8712	powershell.exe	0x7ff826a70000	0x5f000	Microsoft.PowerShell.Security.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\Microsoft.P6f792626#\dffe5e1a98cf5782f1045daa5d15450e\Microsoft.PowerShell.Security.ni.dll	6	2018-08-30 16:43:38.000000 UTC	Disabled
8712	powershell.exe	0x7ff818c00000	0xd5000	System.Transactions.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Transactions\8c3236b5c658b01015d1bd2d76d5b54e\System.Transactions.ni.dll	6	2018-08-30 16:43:38.000000 UTC	Disabled
8712	powershell.exe	0x7ff825c60000	0x4f000	System.Transactions.dll	C:\WINDOWS\Microsoft.Net\assembly\GAC_64\System.Transactions\v4.0_4.0.0.0__b77a5c561934e089\System.Transactions.dll	6	2018-08-30 16:43:38.000000 UTC	Disabled
8712	powershell.exe	0x7ff832ce0000	0xc000	secur32.dll	C:\WINDOWS\SYSTEM32\secur32.dll	6	2018-08-30 16:43:38.000000 UTC	Disabled
8712	powershell.exe	0x7ff83a180000	0x30000	SSPICLI.DLL	C:\WINDOWS\SYSTEM32\SSPICLI.DLL	6	2018-08-30 16:43:38.000000 UTC	Disabled
8712	powershell.exe	0x7ff839270000	0x14000	wldp.dll	C:\WINDOWS\SYSTEM32\wldp.dll	6	2018-08-30 16:43:39.000000 UTC	Disabled
8712	powershell.exe	0x7ff83cce0000	0x71000	coml2.dll	C:\WINDOWS\System32\coml2.dll	6	2018-08-30 16:43:39.000000 UTC	Disabled
8712	powershell.exe	0x7ff805310000	0xcde000	Microsoft.PowerShell.Commands.Utility.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\Microsoft.P521220ea#\cab0a9cb8d36e8be49527309483f5d13\Microsoft.PowerShell.Commands.Utility.ni.dll	6	2018-08-30 16:43:40.000000 UTC	Disabled
8712	powershell.exe	0x7ff82afc0000	0x2c000	System.Configuration.Install.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Confe64a9051#\810039604f7e433c01c167a43a5e3ab0\System.Configuration.Install.ni.dll	6	2018-08-30 16:43:40.000000 UTC	Disabled
8712	powershell.exe	0x7ff816aa0000	0x1c6000	Microsoft.PowerShell.Activities.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\Microsoft.P655586bb#\b5d0e680232982f19a879ac4f0982ae7\Microsoft.PowerShell.Activities.ni.dll	6	2018-08-30 16:43:40.000000 UTC	Disabled
8712	powershell.exe	0x7ff815e40000	0x251000	Microsoft.PowerShell.Workflow.ServiceCore.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\Microsoft.Pefb7a36b#\a59fd408bed42fcdbe7792ad07995305\Microsoft.PowerShell.Workflow.ServiceCore.ni.dll	6	2018-08-30 16:43:41.000000 UTC	Disabled
8712	powershell.exe	0x7ff813bf0000	0x6db000	System.Activities.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Activities\5a74ab261bdb2197c9271b5920fdb98a\System.Activities.ni.dll	6	2018-08-30 16:43:41.000000 UTC	Disabled
8712	powershell.exe	0x7ff804c50000	0x6ba000	System.Activities.Presentation.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Actif3565cbd#\e41f17314c1c9bbd30cbe0f3e288a100\System.Activities.Presentation.ni.dll	6	2018-08-30 16:43:41.000000 UTC	Disabled
8712	powershell.exe	0x7ff804760000	0x4e8000	WindowsBase.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\WindowsBase\36786f4a9e684bff9a716214e92047dd\WindowsBase.ni.dll	6	2018-08-30 16:43:41.000000 UTC	Disabled
8712	powershell.exe	0x7ff803980000	0xddc000	PresentationCore.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\PresentationCore\6b4bbb94a2a9f883f88c309ccac26463\PresentationCore.ni.dll	6	2018-08-30 16:43:41.000000 UTC	Disabled
8712	powershell.exe	0x7ff802340000	0x1639000	PresentationFramework.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\Presentatio5ae0f00f#\7b585ed9bb6d1f08b91b6b622a1cc5f7\PresentationFramework.ni.dll	6	2018-08-30 16:43:41.000000 UTC	Disabled
8712	powershell.exe	0x7ff815bd0000	0x26a000	System.Xaml.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Xaml\4d1f0f31722bf20cb4f0b825cf2f6e8a\System.Xaml.ni.dll	6	2018-08-30 16:43:41.000000 UTC	Disabled
8712	powershell.exe	0x7ff8177c0000	0xb5000	Microsoft.PowerShell.ScheduledJob.ni.dll	C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\Microsoft.P39041136#\cc7e8a306587f1bd01eb66338c1b60c0\Microsoft.PowerShell.ScheduledJob.ni.dll	6	2018-08-30 16:43:42.000000 UTC	Disabled
